Entity,Code,Year,"Total net enrolment rate, primary, gender parity index (GPI)"
Arab World,,1971,0.6534900069236761
Arab World,,1972,0.6611599922180179
Arab World,,1973,0.670080006122589
Arab World,,1974,0.670710027217865
Arab World,,1975,0.68911999464035
Arab World,,1976,0.6971700191497799
Arab World,,1977,0.707369983196259
Arab World,,1978,0.716849982738495
Arab World,,1979,0.7370499968528751
Arab World,,1980,0.7485499978065491
Arab World,,1981,0.753859996795654
Arab World,,1982,0.761280000209808
Arab World,,1983,0.770829975605011
Arab World,,1984,0.7767699956893921
Arab World,,1985,0.7825999855995179
Arab World,,1986,0.79136997461319
Arab World,,1987,0.8015999794006351
Arab World,,1988,0.811529994010925
Arab World,,1989,0.813109993934631
Arab World,,1990,0.8303499817848209
Arab World,,1991,0.8449000120162959
Arab World,,1992,0.806620001792908
Arab World,,1993,0.8153100013732909
Arab World,,1994,0.855499982833862
Arab World,,1995,0.835250020027161
Arab World,,1996,0.8775699734687809
Arab World,,1997,0.8785799741745
Arab World,,1998,0.8870900273323059
Arab World,,1999,0.895060002803802
Arab World,,2000,0.9008299708366391
Arab World,,2001,0.9071000218391422
Arab World,,2002,0.91253000497818
Arab World,,2003,0.917930006980896
Arab World,,2004,0.9226999878883358
Arab World,,2005,0.9194999933242801
Arab World,,2006,0.9274899959564209
Arab World,,2007,0.930069983005524
Arab World,,2008,0.9356200098991391
Arab World,,2009,0.9359599947929379
Arab World,,2010,0.941179990768433
Arab World,,2011,0.9415100216865541
Arab World,,2012,0.9616100192070011
Arab World,,2013,0.961239993572235
Argentina,ARG,1970,1.02084004878998
Argentina,ARG,1974,1.00724005699158
Argentina,ARG,1975,1.00743997097015
Argentina,ARG,1991,1.0016399621963499
Argentina,ARG,1998,0.9987300038337711
Argentina,ARG,1999,1.00080001354218
Argentina,ARG,2000,0.995130002498627
Argentina,ARG,2001,0.996360003948212
Argentina,ARG,2002,0.9965900182724
Argentina,ARG,2003,0.9955199956893921
Argentina,ARG,2004,0.9882199764251709
Argentina,ARG,2005,0.990970015525818
Argentina,ARG,2006,0.9935100078582759
Argentina,ARG,2007,0.9957900047302249
Argentina,ARG,2008,0.99456000328064
Argentina,ARG,2009,0.994210004806519
Argentina,ARG,2010,0.986389994621277
Argentina,ARG,2011,0.9869700074195858
Argentina,ARG,2012,0.986670017242432
Argentina,ARG,2013,0.9898399710655209
Armenia,ARM,2002,1.0293300151825
Armenia,ARM,2003,1.0401300191879301
Armenia,ARM,2005,1.0847100019454998
Armenia,ARM,2006,1.09395003318787
Armenia,ARM,2007,1.1043599843978897
Aruba,ABW,1999,1.01317000389099
Aruba,ABW,2000,0.995039999485016
Aruba,ABW,2001,1.00663995742798
Aruba,ABW,2002,0.99099999666214
Aruba,ABW,2003,0.973749995231628
Aruba,ABW,2004,0.9679399728775021
Aruba,ABW,2005,0.972729980945587
Aruba,ABW,2006,0.9803799986839291
Aruba,ABW,2007,0.98387998342514
Aruba,ABW,2008,0.990750014781952
Aruba,ABW,2009,1.03428995609283
Aruba,ABW,2010,1.01822996139526
Aruba,ABW,2013,1.04323995113373
Aruba,ABW,2014,0.998719990253448
Australia,AUS,1971,1.00238001346588
Australia,AUS,1973,1.0096399784088101
Australia,AUS,1974,1.0106999874115001
Australia,AUS,1975,1.0045200586318999
Australia,AUS,1976,1.00137996673584
Australia,AUS,1977,1.00073003768921
Australia,AUS,1978,1.00055003166199
Australia,AUS,1979,0.9996799826622009
Australia,AUS,1980,1.00092005729675
Australia,AUS,1981,0.9979900121688839
Australia,AUS,1982,0.9991599917411801
Australia,AUS,1983,0.9955099821090699
Australia,AUS,1984,0.9971100091934201
Australia,AUS,1985,1.00198996067047
Australia,AUS,1986,1.00448000431061
Australia,AUS,1987,1.0066599845886202
Australia,AUS,1988,1.0081000328064
Australia,AUS,1989,1.00817000865936
Australia,AUS,1990,1.0060000419616701
Australia,AUS,1991,1.00590002536774
Australia,AUS,1992,1.0059100389480602
Australia,AUS,1993,1.00548005104065
Australia,AUS,1994,1.00577998161316
Australia,AUS,1995,1.00566005706787
Australia,AUS,1996,1.0079699754715
Australia,AUS,1997,1.01152002811432
Australia,AUS,1998,1.01892995834351
Australia,AUS,1999,1.02532994747162
Australia,AUS,2000,1.03066003322601
Australia,AUS,2001,1.03271996974945
Australia,AUS,2002,1.0317300558090199
Australia,AUS,2003,1.03118002414703
Australia,AUS,2004,1.02892994880676
Australia,AUS,2005,1.02610003948212
Australia,AUS,2006,1.02196002006531
Australia,AUS,2007,1.01865005493164
Australia,AUS,2008,1.01691997051239
Australia,AUS,2009,1.01298999786377
Australia,AUS,2010,1.00993001461029
Australia,AUS,2011,1.00770998001099
Australia,AUS,2012,1.0053299665450999
Australia,AUS,2013,0.998049974441528
Austria,AUT,1989,1.00914001464844
Azerbaijan,AZE,1991,0.976490020751953
Azerbaijan,AZE,1992,0.9923700094223019
Azerbaijan,AZE,1993,1.06219005584717
Azerbaijan,AZE,1994,0.966830015182495
Azerbaijan,AZE,1995,1.15381002426147
Azerbaijan,AZE,1996,1.09539997577667
Azerbaijan,AZE,1997,0.988669991493225
Azerbaijan,AZE,1998,0.987559974193573
Azerbaijan,AZE,1999,0.9967100024223331
Azerbaijan,AZE,2000,0.992990016937256
Azerbaijan,AZE,2001,0.983560025691986
Azerbaijan,AZE,2002,0.975809991359711
Azerbaijan,AZE,2003,0.942170023918152
Azerbaijan,AZE,2004,0.9620400071144101
Azerbaijan,AZE,2005,0.9438199996948241
Azerbaijan,AZE,2006,0.9334400296211239
Azerbaijan,AZE,2007,0.9901400208473209
Azerbaijan,AZE,2008,0.990580022335052
Azerbaijan,AZE,2009,0.9812999963760379
Azerbaijan,AZE,2010,0.983839988708496
Azerbaijan,AZE,2011,0.972199976444244
Azerbaijan,AZE,2012,0.9751600027084351
Azerbaijan,AZE,2013,0.9642699956893921
Azerbaijan,AZE,2014,0.9836300015449521
Bahamas,BHS,1976,1.02330994606018
Bahamas,BHS,1977,1.03709995746613
Bahamas,BHS,1980,1.0577700138091999
Bahamas,BHS,1992,1.00705003738403
Bahamas,BHS,1993,1.02008998394012
Bahamas,BHS,1999,0.984149992465973
Bahamas,BHS,2004,1.014279961586
Bahamas,BHS,2005,1.02140998840332
Bahamas,BHS,2006,1.02586996555328
Bahamas,BHS,2007,1.02680003643036
Bahamas,BHS,2008,1.0205899477005
Bahamas,BHS,2009,1.05809998512268
Bahamas,BHS,2010,1.0450299978256201
Bahrain,BHR,1971,0.7861300110816959
Bahrain,BHR,1972,0.8043299913406371
Bahrain,BHR,1973,0.8211299777030941
Bahrain,BHR,1974,0.7934899926185609
Bahrain,BHR,1975,0.80010998249054
Bahrain,BHR,1976,0.8160899877548221
Bahrain,BHR,1977,0.8116099834442142
Bahrain,BHR,1978,0.834200024604797
Bahrain,BHR,1979,0.869379997253418
Bahrain,BHR,1980,0.9034799933433529
Bahrain,BHR,1981,0.918889999389648
Bahrain,BHR,1982,0.9142799973487851
Bahrain,BHR,1983,0.941100001335144
Bahrain,BHR,1984,0.975019991397858
Bahrain,BHR,1985,1.00670003890991
Bahrain,BHR,1986,0.9944199919700619
Bahrain,BHR,1987,1.01082003116608
Bahrain,BHR,1988,0.992280006408691
Bahrain,BHR,1989,0.9944499731063839
Bahrain,BHR,1991,1.0108000040054301
Bahrain,BHR,1992,1.01855003833771
Bahrain,BHR,1993,1.01567995548248
Bahrain,BHR,1994,1.0227299928665199
Bahrain,BHR,1995,1.0178200006485
Bahrain,BHR,1996,0.998359978199005
Bahrain,BHR,1997,0.999180018901825
Bahrain,BHR,1998,1.0057699680328398
Bahrain,BHR,1999,1.00411999225616
Bangladesh,BGD,1970,0.50493997335434
Bangladesh,BGD,1973,0.541830003261566
Bangladesh,BGD,1976,0.518630027770996
Bangladesh,BGD,1977,0.593999981880188
Bangladesh,BGD,1978,0.59799998998642
Bangladesh,BGD,1981,0.6969900131225589
Bangladesh,BGD,1983,0.6132500171661379
Bangladesh,BGD,1984,0.705229997634888
Bangladesh,BGD,1985,0.696789979934692
Bangladesh,BGD,1986,0.6992700099945072
Bangladesh,BGD,1987,0.69650000333786
Bangladesh,BGD,1988,0.81225997209549
Bangladesh,BGD,1989,0.819840013980865
Bangladesh,BGD,1990,0.8532099723815921
Bangladesh,BGD,2005,1.05813002586365
Bangladesh,BGD,2006,1.06918001174927
Bangladesh,BGD,2008,1.02616000175476
Bangladesh,BGD,2009,1.0883100032806399
Bangladesh,BGD,2010,1.04191994667053
Barbados,BRB,1971,0.979420006275177
Barbados,BRB,1972,0.974160015583038
Barbados,BRB,1973,0.994289994239807
Barbados,BRB,1976,0.986519992351532
Barbados,BRB,1977,0.9669899940490719
Barbados,BRB,1978,0.965009987354279
Barbados,BRB,1979,0.977670013904572
Barbados,BRB,1981,1.0147999525070202
Barbados,BRB,1982,0.972729980945587
Barbados,BRB,1983,0.9406099915504459
Barbados,BRB,1989,1.00192999839783
Barbados,BRB,1990,0.981230020523071
Barbados,BRB,1992,0.989180028438568
Barbados,BRB,1999,0.989160001277924
Barbados,BRB,2000,0.996140003204346
Barbados,BRB,2001,0.995980024337769
Barbados,BRB,2002,0.98878002166748
Barbados,BRB,2003,0.990450024604797
Barbados,BRB,2004,0.997619986534119
Barbados,BRB,2005,1.00496995449066
Barbados,BRB,2006,0.9917899966239929
Barbados,BRB,2007,1.0129100084304798
Barbados,BRB,2008,1.00715005397797
Barbados,BRB,2009,1.0154099464416502
Barbados,BRB,2010,1.01513004302979
Barbados,BRB,2011,1.00364995002747
Barbados,BRB,2014,1.01962995529175
Belarus,BLR,1995,0.959299981594086
Belarus,BLR,2008,0.9865300059318539
Belarus,BLR,2009,0.9855200052261349
Belarus,BLR,2010,0.9864000082015991
Belarus,BLR,2011,0.985419988632202
Belarus,BLR,2012,0.9881200194358829
Belarus,BLR,2013,1.00328004360199
Belarus,BLR,2014,0.988210022449493
Belgium,BEL,1977,0.99864000082016
Belgium,BEL,1979,1.00463998317719
Belgium,BEL,1980,1.00514996051788
Belgium,BEL,1981,1.00839996337891
Belgium,BEL,1982,1.00329995155334
Belgium,BEL,1983,1.0124700069427501
Belgium,BEL,1984,1.01420998573303
Belgium,BEL,1985,1.01486003398895
Belgium,BEL,1986,1.01195001602173
Belgium,BEL,1987,1.01443004608154
Belgium,BEL,1988,1.01526999473572
Belgium,BEL,1991,1.01935005187988
Belgium,BEL,1992,1.01800000667572
Belgium,BEL,1993,0.9994400143623349
Belgium,BEL,1994,0.999140024185181
Belgium,BEL,1995,0.9983999729156491
Belgium,BEL,1996,0.9990000128746029
Belgium,BEL,1999,0.996919989585876
Belgium,BEL,2000,1.00202000141144
Belgium,BEL,2001,0.998139977455139
Belgium,BEL,2002,0.998690009117126
Belgium,BEL,2003,0.9976099729537959
Belgium,BEL,2004,1.0011700391769398
Belgium,BEL,2005,1.0005999803543102
Belgium,BEL,2006,0.998600006103516
Belgium,BEL,2007,1.00042998790741
Belgium,BEL,2008,1.00057995319366
Belgium,BEL,2009,0.999819993972778
Belgium,BEL,2010,1.00095999240875
Belgium,BEL,2011,1.0019500255584701
Belgium,BEL,2012,1
Belgium,BEL,2013,1.00038003921509
Belgium,BEL,2014,0.9991000294685359
Belize,BLZ,1999,0.9941400289535519
Belize,BLZ,2000,0.990220010280609
Belize,BLZ,2001,0.9959499835968021
Belize,BLZ,2003,1.01630997657776
Belize,BLZ,2004,1.02020001411438
Belize,BLZ,2005,1.0004700422286998
Belize,BLZ,2006,1.00777995586395
Belize,BLZ,2007,1.01249003410339
Belize,BLZ,2008,0.9943000078201291
Belize,BLZ,2009,0.9958599805831909
Belize,BLZ,2010,1.0025099515914901
Belize,BLZ,2011,0.9864599704742428
Belize,BLZ,2012,1.00432002544403
Belize,BLZ,2013,0.9936100244522091
Belize,BLZ,2014,0.9858599901199341
Benin,BEN,1984,0.480159997940063
Benin,BEN,1985,0.48353999853134205
Benin,BEN,1986,0.49031001329421997
Benin,BEN,1988,0.494720011949539
Benin,BEN,1989,0.498169988393784
Benin,BEN,1990,0.505729973316193
Benin,BEN,1992,0.49050000309944203
Benin,BEN,1993,0.504260003566742
Benin,BEN,1994,0.5367900133132929
Benin,BEN,1995,0.5551999807357789
Benin,BEN,1996,0.575969994068146
Benin,BEN,1997,0.600480020046234
Benin,BEN,2006,0.805320024490356
Benin,BEN,2008,0.8480799794197079
Benin,BEN,2009,0.8666099905967709
Benin,BEN,2010,0.8818399906158451
Benin,BEN,2011,0.8831899762153629
Benin,BEN,2012,0.8996199965476991
Benin,BEN,2013,0.907220005989075
Benin,BEN,2014,0.916620016098022
Bermuda,BMU,1978,0.960290014743805
Bermuda,BMU,1979,0.9547399878501891
Bermuda,BMU,1984,1.04374003410339
Bermuda,BMU,1985,1.02128005027771
Bermuda,BMU,2005,1.0500299930572499
Bermuda,BMU,2011,1.01049995422363
Bermuda,BMU,2012,0.954509973526001
Bhutan,BTN,1978,0.429760009050369
Bhutan,BTN,1979,0.457630008459091
Bhutan,BTN,1998,0.8671000003814701
Bhutan,BTN,1999,0.8825500011444091
Bhutan,BTN,2000,0.904229998588562
Bhutan,BTN,2001,0.913820028305054
Bhutan,BTN,2005,1.0037300586700402
Bhutan,BTN,2006,1.01322996616364
Bhutan,BTN,2008,1.02982997894287
Bhutan,BTN,2009,1.03313004970551
Bhutan,BTN,2010,1.03821003437042
Bhutan,BTN,2011,1.0362800359725999
Bhutan,BTN,2012,1.0311700105667099
Bhutan,BTN,2013,1.02820003032684
Bhutan,BTN,2014,1.0286899805068999
Bolivia,BOL,1998,0.9824900031089779
Bolivia,BOL,1999,0.987339973449707
Bolivia,BOL,2000,0.990890026092529
Bolivia,BOL,2001,0.994180023670197
Bolivia,BOL,2002,0.994880020618439
Bolivia,BOL,2003,0.998589992523193
Bolivia,BOL,2006,1.00048995018005
Bolivia,BOL,2007,0.999960005283356
Bolivia,BOL,2008,0.9960399866104129
Bosnia and Herzegovina,BIH,2011,1.01021003723145
Bosnia and Herzegovina,BIH,2012,1.00758004188538
Bosnia and Herzegovina,BIH,2013,1.00932002067566
Bosnia and Herzegovina,BIH,2014,1.01037001609802
Botswana,BWA,1970,1.18920004367828
Botswana,BWA,1971,1.20124995708466
Botswana,BWA,1972,1.21422004699707
Botswana,BWA,1973,1.21478998661041
Botswana,BWA,1974,1.2082200050354
Botswana,BWA,1975,1.2189400196075402
Botswana,BWA,1976,1.21919000148773
Botswana,BWA,1977,1.21553003787994
Botswana,BWA,1978,1.21192002296448
Botswana,BWA,1979,1.2056100368499798
Botswana,BWA,1980,1.19422996044159
Botswana,BWA,1981,1.18229997158051
Botswana,BWA,1983,1.15230000019073
Botswana,BWA,1984,1.13706994056702
Botswana,BWA,1985,1.1201900243759197
Botswana,BWA,1986,1.09539997577667
Botswana,BWA,1987,1.0886700153350801
Botswana,BWA,1988,1.08989000320435
Botswana,BWA,1989,1.07764995098114
Botswana,BWA,1990,1.08513998985291
Botswana,BWA,1991,1.08197999000549
Botswana,BWA,1992,1.0702999830246
Botswana,BWA,1993,1.0583399534225502
Botswana,BWA,1994,1.05253994464874
Botswana,BWA,1995,1.04742002487183
Botswana,BWA,1996,1.04483997821808
Botswana,BWA,1998,1.0467499494552601
Botswana,BWA,1999,1.04175996780396
Botswana,BWA,2000,1.0424200296402
Botswana,BWA,2001,1.04097998142242
Botswana,BWA,2002,1.0359699726104699
Botswana,BWA,2003,1.03816998004913
Botswana,BWA,2004,1.00144994258881
Botswana,BWA,2005,1.03366994857788
Botswana,BWA,2006,1.0211900472641
Botswana,BWA,2007,1.0217100381851199
Botswana,BWA,2008,1.0230499505996702
Botswana,BWA,2009,1.01453995704651
Botswana,BWA,2012,1.01769995689392
Botswana,BWA,2013,1.01355004310608
Brazil,BRA,2004,0.9584299921989441
Brazil,BRA,2005,1.02442002296448
Brazil,BRA,2007,1.0261700153350801
Brazil,BRA,2008,0.987410008907318
Brazil,BRA,2009,1.01916003227234
Brazil,BRA,2011,0.993950009346008
Brazil,BRA,2012,1.04173994064331
Brazil,BRA,2013,1.0013500452041602
Brunei,BRN,1977,0.9936599731445309
Brunei,BRN,1978,0.996800005435944
Brunei,BRN,1979,0.9967399835586551
Brunei,BRN,1980,0.989239990711212
Brunei,BRN,1981,1.0120099782943701
Brunei,BRN,1982,1.0113600492477401
Brunei,BRN,1983,1.01287996768951
Brunei,BRN,1984,1.0127999782562298
Brunei,BRN,1986,1.00910997390747
Brunei,BRN,1991,0.9771699905395509
Brunei,BRN,1992,0.9988499879837041
Brunei,BRN,1993,1.02540004253387
Brunei,BRN,1994,1.02661001682281
Brunei,BRN,1995,1.02344000339508
Brunei,BRN,2005,1.00076997280121
Brunei,BRN,2006,0.989939987659454
Brunei,BRN,2007,0.9932000041008
Brunei,BRN,2008,0.9887700080871579
Brunei,BRN,2009,0.99932998418808
Brunei,BRN,2010,1.00961995124817
Brunei,BRN,2011,1.0121099948883099
Brunei,BRN,2012,0.993120014667511
Brunei,BRN,2013,1.0076500177383398
Brunei,BRN,2014,0.997979998588562
Bulgaria,BGR,1996,0.974950015544891
Bulgaria,BGR,1997,0.9837200045585629
Bulgaria,BGR,1998,0.97162002325058
Bulgaria,BGR,1999,0.983240008354187
Bulgaria,BGR,2000,0.9832299947738651
Bulgaria,BGR,2001,0.983110010623932
Bulgaria,BGR,2002,0.990909993648529
Bulgaria,BGR,2003,0.994120001792908
Bulgaria,BGR,2004,0.9951199889183041
Bulgaria,BGR,2005,0.9976400136947629
Bulgaria,BGR,2006,0.9976699948310849
Bulgaria,BGR,2007,1.0001000165939302
Bulgaria,BGR,2008,1.00671994686127
Bulgaria,BGR,2009,1.01207995414734
Bulgaria,BGR,2010,1.00716996192932
Bulgaria,BGR,2011,1.00682997703552
Bulgaria,BGR,2012,1.00381994247437
Bulgaria,BGR,2013,1.0023699998855602
Bulgaria,BGR,2014,1.00510001182556
Burkina Faso,BFA,1971,0.589800000190735
Burkina Faso,BFA,1972,0.606320023536682
Burkina Faso,BFA,1977,0.595650017261505
Burkina Faso,BFA,1978,0.5940200090408331
Burkina Faso,BFA,1979,0.5983899831771851
Burkina Faso,BFA,1980,0.609939992427826
Burkina Faso,BFA,1981,0.602980017662048
Burkina Faso,BFA,1982,0.59536999464035
Burkina Faso,BFA,1983,0.609929978847504
Burkina Faso,BFA,1984,0.599489986896515
Burkina Faso,BFA,1985,0.597850024700165
Burkina Faso,BFA,1986,0.6066300272941589
Burkina Faso,BFA,1987,0.600369989871979
Burkina Faso,BFA,1988,0.607159972190857
Burkina Faso,BFA,1989,0.6187300086021421
Burkina Faso,BFA,1991,0.6510000228881839
Burkina Faso,BFA,1992,0.65378999710083
Burkina Faso,BFA,1993,0.6581299901008609
Burkina Faso,BFA,1994,0.6582900285720831
Burkina Faso,BFA,1995,0.6576799750328061
Burkina Faso,BFA,1998,0.682449996471405
Burkina Faso,BFA,1999,0.6941599845886229
Burkina Faso,BFA,2000,0.7073000073432919
Burkina Faso,BFA,2001,0.720340013504028
Burkina Faso,BFA,2002,0.735700011253357
Burkina Faso,BFA,2003,0.750379979610443
Burkina Faso,BFA,2004,0.774580001831055
Burkina Faso,BFA,2005,0.795960009098053
Burkina Faso,BFA,2006,0.8158500194549559
Burkina Faso,BFA,2007,0.8352000117301941
Burkina Faso,BFA,2008,0.8632299900054928
Burkina Faso,BFA,2009,0.884060025215149
Burkina Faso,BFA,2010,0.9167500138282779
Burkina Faso,BFA,2011,0.930580019950867
Burkina Faso,BFA,2012,0.94132000207901
Burkina Faso,BFA,2013,0.9513099789619449
Burkina Faso,BFA,2014,0.9493799805641171
Burundi,BDI,1973,0.5917800068855289
Burundi,BDI,1978,0.664129972457886
Burundi,BDI,1980,0.670509994029999
Burundi,BDI,1981,0.668969988822937
Burundi,BDI,1982,0.634720027446747
Burundi,BDI,1983,0.6530200242996221
Burundi,BDI,1984,0.679489970207214
Burundi,BDI,1985,0.709249973297119
Burundi,BDI,1986,0.743550002574921
Burundi,BDI,1987,0.780510008335114
Burundi,BDI,1988,0.8270699977874759
Burundi,BDI,1993,0.85154002904892
Burundi,BDI,2000,0.8260400295257572
Burundi,BDI,2001,0.819570004940033
Burundi,BDI,2002,0.805679976940155
Burundi,BDI,2003,0.8269799947738651
Burundi,BDI,2004,0.8810600042343141
Burundi,BDI,2005,0.894590020179749
Burundi,BDI,2006,0.9498500227928158
Burundi,BDI,2007,0.9590700268745419
Burundi,BDI,2008,0.969579994678497
Burundi,BDI,2009,0.99370002746582
Burundi,BDI,2010,0.9992200136184691
Burundi,BDI,2013,0.97504997253418
Burundi,BDI,2014,1.01978003978729
Cambodia,KHM,1997,0.849659979343414
Cambodia,KHM,1998,0.8594999909400941
Cambodia,KHM,1999,0.884339988231659
Cambodia,KHM,2000,0.8926699757575992
Cambodia,KHM,2003,0.9604099988937379
Cambodia,KHM,2006,0.9825400114059449
Cambodia,KHM,2007,0.961510002613068
Cambodia,KHM,2008,0.961530029773712
Cambodia,KHM,2010,0.98021000623703
Cambodia,KHM,2011,0.954450011253357
Cambodia,KHM,2012,0.954039990901947
Cambodia,KHM,2014,0.978250026702881
Cameroon,CMR,1971,0.7782099843025211
Cameroon,CMR,1972,0.8044700026512149
Cameroon,CMR,1973,0.803390026092529
Cameroon,CMR,1974,0.8314499855041501
Cameroon,CMR,1975,0.826740026473999
Cameroon,CMR,1976,0.8366100192070011
Cameroon,CMR,1977,0.8443499803543091
Cameroon,CMR,1978,0.8425499796867371
Cameroon,CMR,1979,0.851639986038208
Cameroon,CMR,1980,0.856069982051849
Cameroon,CMR,1988,0.869090020656586
Cameroon,CMR,1990,0.871510028839111
Cameroon,CMR,1991,0.8745800256729129
Cameroon,CMR,2012,0.889989972114563
Cameroon,CMR,2014,0.9027400016784671
Canada,CAN,1982,0.9972699880599979
Canada,CAN,1983,0.9932100176811222
Canada,CAN,1984,0.991590023040771
Canada,CAN,1985,0.994289994239807
Canada,CAN,1986,0.9962700009346009
Canada,CAN,1987,0.995130002498627
Canada,CAN,1988,0.995689988136292
Canada,CAN,1989,0.983669996261597
Canada,CAN,1990,1.00707995891571
Canada,CAN,1991,0.995999991893768
Canada,CAN,1992,0.9961900115013119
Canada,CAN,1993,0.9882199764251709
Canada,CAN,1994,0.9802700281143192
Canada,CAN,1995,0.9864599704742428
Canada,CAN,1996,0.9860399961471559
Canada,CAN,1998,0.9990500211715699
Canada,CAN,1999,1.00136005878448
Canada,CAN,2000,1.00152003765106
Canada,CAN,2012,1.01025998592377
Canada,CAN,2013,1.01066994667053
Cape Verde,CPV,1981,0.982879996299744
Cape Verde,CPV,1982,0.9723299741745
Cape Verde,CPV,1983,0.9611200094223019
Cape Verde,CPV,1984,0.9904000163078309
Cape Verde,CPV,1985,0.985610008239746
Cape Verde,CPV,1986,0.9900699853897091
Cape Verde,CPV,1987,1.00240004062653
Cape Verde,CPV,1988,1.00789999961853
Cape Verde,CPV,1990,0.983030021190643
Cape Verde,CPV,1994,0.9825500249862671
Cape Verde,CPV,1998,0.996150016784668
Cape Verde,CPV,2000,1.00804996490479
Cape Verde,CPV,2001,1.00206005573273
Cape Verde,CPV,2002,1.0057699680328398
Cape Verde,CPV,2003,1.0007899999618501
Cape Verde,CPV,2004,1.01010000705719
Cape Verde,CPV,2005,1.00249004364014
Cape Verde,CPV,2006,0.9992399811744691
Cape Verde,CPV,2007,0.994350016117096
Cape Verde,CPV,2008,0.9905400276184079
Cape Verde,CPV,2009,0.9898999929428101
Cape Verde,CPV,2010,1.00093996524811
Cape Verde,CPV,2011,1.00091004371643
Cape Verde,CPV,2012,1.00103998184204
Cape Verde,CPV,2013,1.0078699588775601
Cape Verde,CPV,2014,1.0034099817275999
Central African Republic,CAF,1971,0.515389978885651
Central African Republic,CAF,1972,0.523230016231537
Central African Republic,CAF,1973,0.5450099706649779
Central African Republic,CAF,1977,0.584720015525818
Central African Republic,CAF,1978,0.5802199840545649
Central African Republic,CAF,1981,0.592589974403381
Central African Republic,CAF,1982,0.582499980926514
Central African Republic,CAF,1983,0.541859984397888
Central African Republic,CAF,1986,0.65489000082016
Central African Republic,CAF,1987,0.6375499963760379
Central African Republic,CAF,1988,0.646799981594086
Central African Republic,CAF,1989,0.6562299728393549
Central African Republic,CAF,1990,0.656019985675812
Central African Republic,CAF,1991,0.669260025024414
Central African Republic,CAF,2005,0.725759983062744
Central African Republic,CAF,2006,0.7191699743270871
Central African Republic,CAF,2007,0.7141500115394591
Central African Republic,CAF,2008,0.7387400269508358
Central African Republic,CAF,2009,0.7361999750137329
Central African Republic,CAF,2010,0.747259974479675
Central African Republic,CAF,2011,0.759419977664948
Central African Republic,CAF,2012,0.7852600216865541
Chad,TCD,1975,0.38662999868392894
Chad,TCD,1977,0.38853999972343395
Chad,TCD,1988,0.450949996709824
