Entity,Code,Year,Research and development expenditure (% of GDP)
Bulgaria,BGR,2005,0.443399995565414
Bulgaria,BGR,2006,0.443129986524582
Bulgaria,BGR,2007,0.426829993724823
Bulgaria,BGR,2008,0.445800006389618
Bulgaria,BGR,2009,0.495660006999969
Bulgaria,BGR,2010,0.571439981460571
Bulgaria,BGR,2011,0.536289989948273
Bulgaria,BGR,2012,0.608479976654053
Bulgaria,BGR,2013,0.636420011520386
Bulgaria,BGR,2014,0.795130014419556
Burkina Faso,BFA,1996,0.158340007066727
Burkina Faso,BFA,1997,0.18104000389576
Burkina Faso,BFA,2001,0.190569996833801
Burkina Faso,BFA,2002,0.338660001754761
Burkina Faso,BFA,2003,0.271189987659454
Burkina Faso,BFA,2004,0.241970002651215
Burkina Faso,BFA,2005,0.170570001006126
Burkina Faso,BFA,2007,0.110619999468327
Burkina Faso,BFA,2008,0.186340004205704
Burkina Faso,BFA,2009,0.200049996376038
Burundi,BDI,2007,0.200699999928474
Burundi,BDI,2008,0.154190003871918
Burundi,BDI,2009,0.144339993596077
Burundi,BDI,2010,0.137549996376038
Burundi,BDI,2011,0.12126000225544
Cambodia,KHM,2002,0.0498000010848045
Canada,CAN,1996,1.61619997024536
Canada,CAN,1997,1.62373995780945
Canada,CAN,1998,1.71746003627777
Canada,CAN,1999,1.76043999195099
Canada,CAN,2000,1.87184000015259
Canada,CAN,2001,2.03846001625061
Canada,CAN,2002,1.99296998977661
Canada,CAN,2003,1.9850800037384
Canada,CAN,2004,2.01360011100769
Canada,CAN,2005,1.98644995689392
Canada,CAN,2006,1.95564997196198
Canada,CAN,2007,1.91787004470825
Canada,CAN,2008,1.86826002597809
Canada,CAN,2009,1.92270994186401
Canada,CAN,2010,1.8376100063324
Canada,CAN,2011,1.79851996898651
Canada,CAN,2012,1.78606998920441
Canada,CAN,2013,1.68827998638153
Canada,CAN,2014,1.61152994632721
Cape Verde,CPV,2011,0.0726400017738342
Central Europe and the Baltics,,1996,0.737003824238492
Central Europe and the Baltics,,1997,0.755344068728844
Central Europe and the Baltics,,1998,0.736004807137015
Central Europe and the Baltics,,1999,0.741357544057366
Central Europe and the Baltics,,2000,0.746541030590779
Central Europe and the Baltics,,2001,0.751232343255921
Central Europe and the Baltics,,2002,0.74062505190323
Central Europe and the Baltics,,2003,0.732041971350698
Central Europe and the Baltics,,2004,0.736993971505769
Central Europe and the Baltics,,2005,0.738412238418416
Central Europe and the Baltics,,2006,0.754478280257266
Central Europe and the Baltics,,2007,0.759741425879613
Central Europe and the Baltics,,2008,0.787526741635376
Central Europe and the Baltics,,2009,0.833017199319949
Central Europe and the Baltics,,2010,0.877702429679295
Central Europe and the Baltics,,2011,0.962149909160889
Central Europe and the Baltics,,2012,1.06220216899495
Central Europe and the Baltics,,2013,1.06721321253221
Central Europe and the Baltics,,2014,1.09697867736036
Chile,CHL,2007,0.310499995946884
Chile,CHL,2008,0.374989986419678
Chile,CHL,2009,0.35291001200676
Chile,CHL,2010,0.330989986658096
Chile,CHL,2011,0.35343000292778
Chile,CHL,2012,0.364789992570877
Chile,CHL,2013,0.391099989414215
Chile,CHL,2014,0.379280000925064
China,CHN,1996,0.565129995346069
China,CHN,1997,0.641019999980927
China,CHN,1998,0.649259984493256
China,CHN,1999,0.752759993076324
China,CHN,2000,0.897669970989227
China,CHN,2001,0.945389986038208
China,CHN,2002,1.06411004066467
China,CHN,2003,1.12740004062653
China,CHN,2004,1.22350001335144
China,CHN,2005,1.31792998313904
China,CHN,2006,1.37973999977112
China,CHN,2007,1.38432002067566
China,CHN,2008,1.45729994773865
China,CHN,2009,1.67870998382568
China,CHN,2010,1.72720003128052
China,CHN,2011,1.7943799495697
China,CHN,2012,1.92809998989105
China,CHN,2013,2.0146598815918
China,CHN,2014,2.04604005813599
Colombia,COL,1996,0.299230009317398
Colombia,COL,1997,0.273660004138947
Colombia,COL,2000,0.106030002236366
Colombia,COL,2001,0.109449997544289
Colombia,COL,2002,0.115970000624657
Colombia,COL,2003,0.180380001664162
Colombia,COL,2004,0.154320001602173
Colombia,COL,2005,0.154330000281334
Colombia,COL,2006,0.153899997472763
Colombia,COL,2007,0.181630000472069
Colombia,COL,2008,0.194509997963905
Colombia,COL,2009,0.192959994077682
Colombia,COL,2010,0.195659995079041
Colombia,COL,2011,0.207469999790192
Colombia,COL,2012,0.206929996609688
Colombia,COL,2013,0.255380004644394
Colombia,COL,2014,0.195339992642403
Costa Rica,CRI,1996,0.298000007867813
Costa Rica,CRI,1997,0.290749996900558
Costa Rica,CRI,1998,0.257400006055832
Costa Rica,CRI,1999,0.331719994544983
Costa Rica,CRI,2000,0.387279987335205
Costa Rica,CRI,2003,0.356819987297058
Costa Rica,CRI,2004,0.373180001974106
Costa Rica,CRI,2006,0.430469989776611
Costa Rica,CRI,2007,0.364170014858246
Costa Rica,CRI,2008,0.398400008678436
Costa Rica,CRI,2009,0.541170001029968
Costa Rica,CRI,2010,0.482609987258911
Costa Rica,CRI,2011,0.474029988050461
Costa Rica,CRI,2012,0.570450007915497
Costa Rica,CRI,2013,0.561410009860992
Croatia,HRV,1999,0.840399980545044
Croatia,HRV,2000,1.04410004615784
Croatia,HRV,2001,0.916440010070801
Croatia,HRV,2002,0.948109984397888
Croatia,HRV,2003,0.950590014457703
Croatia,HRV,2004,1.03079998493195
Croatia,HRV,2005,0.855579972267151
Croatia,HRV,2006,0.740090012550354
Croatia,HRV,2007,0.792249977588654
Croatia,HRV,2008,0.884130001068115
Croatia,HRV,2009,0.844250023365021
Croatia,HRV,2010,0.744690001010895
Croatia,HRV,2011,0.752369999885559
Croatia,HRV,2012,0.751129984855652
Croatia,HRV,2013,0.815609991550446
Croatia,HRV,2014,0.790000021457672
Cuba,CUB,1996,0.347359985113144
Cuba,CUB,1997,0.401719987392426
Cuba,CUB,1998,0.501230001449585
Cuba,CUB,1999,0.458310008049011
Cuba,CUB,2000,0.478650003671646
Cuba,CUB,2001,0.565280020236969
Cuba,CUB,2002,0.564450025558472
Cuba,CUB,2003,0.582430005073547
Cuba,CUB,2004,0.602310001850128
Cuba,CUB,2005,0.549199998378754
Cuba,CUB,2006,0.441390007734299
Cuba,CUB,2007,0.436150014400482
Cuba,CUB,2008,0.500609993934631
Cuba,CUB,2009,0.614870011806488
Cuba,CUB,2010,0.6076700091362
Cuba,CUB,2011,0.271919995546341
Cuba,CUB,2012,0.407169997692108
Cuba,CUB,2013,0.474660009145737
Cuba,CUB,2014,0.40531998872757
Cyprus,CYP,1998,0.204070001840591
Cyprus,CYP,1999,0.219200000166893
Cyprus,CYP,2000,0.228180006146431
Cyprus,CYP,2001,0.238519996404648
Cyprus,CYP,2002,0.28150999546051
Cyprus,CYP,2003,0.320589989423752
Cyprus,CYP,2004,0.338690012693405
Cyprus,CYP,2005,0.370550006628037
Cyprus,CYP,2006,0.387410014867783
Cyprus,CYP,2007,0.404309988021851
Cyprus,CYP,2008,0.390890002250671
Cyprus,CYP,2009,0.450459986925125
Cyprus,CYP,2010,0.452179998159409
Cyprus,CYP,2011,0.456120014190674
Cyprus,CYP,2012,0.429250001907349
Cyprus,CYP,2013,0.462660014629364
Cyprus,CYP,2014,0.472400009632111
Czechia,CZE,1996,0.897279977798462
Czechia,CZE,1997,0.997150003910065
Czechia,CZE,1998,1.06717002391815
Czechia,CZE,1999,1.05692994594574
Czechia,CZE,2000,1.11635994911194
Czechia,CZE,2001,1.10575997829437
Czechia,CZE,2002,1.10491001605988
Czechia,CZE,2003,1.15119004249573
Czechia,CZE,2004,1.1473799943924
Czechia,CZE,2005,1.17084002494812
Czechia,CZE,2006,1.23371994495392
Czechia,CZE,2007,1.30508995056152
Czechia,CZE,2008,1.2420300245285
Czechia,CZE,2009,1.29721999168396
Czechia,CZE,2010,1.33985996246338
Czechia,CZE,2011,1.56006002426147
Czechia,CZE,2012,1.79038000106812
Czechia,CZE,2013,1.90952003002167
Czechia,CZE,2014,1.99733996391296
Democratic Republic of Congo,COD,2004,0.267769992351532
Democratic Republic of Congo,COD,2005,0.0579899996519089
Democratic Republic of Congo,COD,2006,0.061099998652935
Democratic Republic of Congo,COD,2007,0.139200001955032
Democratic Republic of Congo,COD,2008,0.0850299969315529
Democratic Republic of Congo,COD,2009,0.0798700004816055
Denmark,DNK,1996,1.80667996406555
Denmark,DNK,1997,1.88914000988007
Denmark,DNK,1998,2.00618004798889
Denmark,DNK,1999,2.12764000892639
Denmark,DNK,2001,2.32466006278992
Denmark,DNK,2002,2.44145011901855
Denmark,DNK,2003,2.51084995269775
Denmark,DNK,2004,2.42041993141174
Denmark,DNK,2005,2.39252996444702
Denmark,DNK,2006,2.40235996246338
Denmark,DNK,2007,2.51481008529663
Denmark,DNK,2008,2.77951002120972
Denmark,DNK,2009,3.06927990913391
Denmark,DNK,2010,2.93696999549866
Denmark,DNK,2011,2.96625995635986
Denmark,DNK,2012,3.02631998062134
Denmark,DNK,2013,3.08493995666504
Denmark,DNK,2014,3.08492994308472
Early-demographic dividend,,2000,0.611467379652528
Early-demographic dividend,,2001,0.62987507465789
Early-demographic dividend,,2002,0.65100334597231
Early-demographic dividend,,2003,0.619433446654311
Early-demographic dividend,,2004,0.630435193165375
Early-demographic dividend,,2005,0.63721847041102
Early-demographic dividend,,2006,0.658322124400328
Early-demographic dividend,,2007,0.67419671957589
Early-demographic dividend,,2008,0.712277479599065
Early-demographic dividend,,2009,0.6389350611974
East Asia & Pacific,,1996,2.2653060832065
East Asia & Pacific,,1997,2.33550420951073
East Asia & Pacific,,1998,2.31432536319235
East Asia & Pacific,,1999,2.38697162839041
East Asia & Pacific,,2000,2.32425779127895
East Asia & Pacific,,2001,2.37614303340478
East Asia & Pacific,,2002,2.33258176438193
East Asia & Pacific,,2003,2.42314142871963
East Asia & Pacific,,2004,2.40419033462496
East Asia & Pacific,,2005,2.50258626857108
East Asia & Pacific,,2006,2.49072293296446
East Asia & Pacific,,2007,2.43648912461403
East Asia & Pacific,,2008,2.48444231466955
East Asia & Pacific,,2009,2.32591073060714
East Asia & Pacific,,2010,2.47234454393013
East Asia & Pacific,,2011,2.40891648362214
East Asia & Pacific,,2012,2.5656028116308
East Asia & Pacific,,2013,2.41034418810221
East Asia & Pacific,,2014,2.59272806924805
East Asia & Pacific (IDA & IBRD),,1996,0.463363719968228
East Asia & Pacific (IDA & IBRD),,1997,0.567802903659124
East Asia & Pacific (IDA & IBRD),,1998,0.63231082127399
East Asia & Pacific (IDA & IBRD),,1999,0.69586546769201
East Asia & Pacific (IDA & IBRD),,2000,0.732810141910606
East Asia & Pacific (IDA & IBRD),,2001,0.802665180079784
East Asia & Pacific (IDA & IBRD),,2002,0.913678707307587
East Asia & Pacific (IDA & IBRD),,2003,1.01035015058181
East Asia & Pacific (IDA & IBRD),,2004,1.11261840966449
East Asia & Pacific (IDA & IBRD),,2005,1.18626010390707
East Asia & Pacific (IDA & IBRD),,2006,1.25761290222879
East Asia & Pacific (IDA & IBRD),,2007,1.25474212687018
East Asia & Pacific (IDA & IBRD),,2008,1.42403865427606
East Asia & Pacific (IDA & IBRD),,2009,1.41153536969933
East Asia & Pacific (IDA & IBRD),,2010,1.69776281232234
East Asia & Pacific (IDA & IBRD),,2011,1.63340068805408
East Asia & Pacific (IDA & IBRD),,2012,1.89610403520219
East Asia & Pacific (IDA & IBRD),,2013,1.79978738825632
East Asia & Pacific (IDA & IBRD),,2014,1.96379927431322
East Asia & Pacific (excluding high income),,1996,0.463363719968228
East Asia & Pacific (excluding high income),,1997,0.567802903659124
East Asia & Pacific (excluding high income),,1998,0.63231082127399
East Asia & Pacific (excluding high income),,1999,0.69586546769201
East Asia & Pacific (excluding high income),,2000,0.732810141910606
East Asia & Pacific (excluding high income),,2001,0.802665180079784
East Asia & Pacific (excluding high income),,2002,0.913678707307587
East Asia & Pacific (excluding high income),,2003,1.01035015058181
East Asia & Pacific (excluding high income),,2004,1.11261840966449
East Asia & Pacific (excluding high income),,2005,1.18626010390707
East Asia & Pacific (excluding high income),,2006,1.25761290222879
East Asia & Pacific (excluding high income),,2007,1.25474212687018
East Asia & Pacific (excluding high income),,2008,1.42403865427606
East Asia & Pacific (excluding high income),,2009,1.41153536969933
East Asia & Pacific (excluding high income),,2010,1.69776281232234
East Asia & Pacific (excluding high income),,2011,1.63340068805408
East Asia & Pacific (excluding high income),,2012,1.89610403520219
East Asia & Pacific (excluding high income),,2013,1.79978738825632
East Asia & Pacific (excluding high income),,2014,1.96379927431322
Ecuador,ECU,1996,0.0740600004792213
Ecuador,ECU,1997,0.0626299977302551
Ecuador,ECU,1998,0.0651699975132942
Ecuador,ECU,2001,0.0515000000596046
Ecuador,ECU,2002,0.0553399994969368
Ecuador,ECU,2003,0.0573499985039234
Ecuador,ECU,2006,0.128629997372627
Ecuador,ECU,2007,0.131940007209778
Ecuador,ECU,2008,0.227789998054504
Ecuador,ECU,2009,0.394630014896393
Ecuador,ECU,2010,0.402969986200333
Ecuador,ECU,2011,0.339910000562668
Egypt,EGY,1996,0.212599992752075
Egypt,EGY,1997,0.197559997439384
Egypt,EGY,1998,0.199100002646446
Egypt,EGY,1999,0.186509996652603
Egypt,EGY,2000,0.192469999194145
Egypt,EGY,2004,0.269939988851547
Egypt,EGY,2005,0.241410002112389
Egypt,EGY,2006,0.259030014276505
Egypt,EGY,2007,0.255100011825562
Egypt,EGY,2008,0.270240008831024
Egypt,EGY,2009,0.433120012283325
Egypt,EGY,2010,0.433450013399124
Egypt,EGY,2011,0.531539976596832
Egypt,EGY,2012,0.541029989719391
Egypt,EGY,2013,0.677980005741119
Egypt,EGY,2014,0.678680002689362
El Salvador,SLV,1998,0.0803100019693375
El Salvador,SLV,2007,0.0893500000238419
El Salvador,SLV,2008,0.112450003623962
El Salvador,SLV,2009,0.0774400010704994
El Salvador,SLV,2010,0.0672300010919571
El Salvador,SLV,2011,0.0311200004070997
El Salvador,SLV,2012,0.0305100008845329
El Salvador,SLV,2013,0.0576799996197224
El Salvador,SLV,2014,0.0842000022530556
Estonia,EST,1998,0.570739984512329
Estonia,EST,1999,0.680630028247833
Estonia,EST,2000,0.600090026855469
Estonia,EST,2001,0.699460029602051
Estonia,EST,2002,0.716489970684052
Estonia,EST,2003,0.767769992351532
Estonia,EST,2004,0.851930022239685
Estonia,EST,2005,0.923640012741089
Estonia,EST,2006,1.11665999889374
Estonia,EST,2007,1.06884002685547
Estonia,EST,2008,1.25952005386353
Estonia,EST,2009,1.39540994167328
Estonia,EST,2010,1.58141005039215
Estonia,EST,2011,2.30655002593994
Estonia,EST,2012,2.11425995826721
Estonia,EST,2013,1.71467995643616
Estonia,EST,2014,1.43636000156403
Ethiopia,ETH,2005,0.179169997572899
Ethiopia,ETH,2007,0.170890003442764
Ethiopia,ETH,2010,0.241370007395744
Ethiopia,ETH,2013,0.604740023612976
Euro area,,1996,1.73633776919059
Euro area,,1997,1.70971644422341
Euro area,,1998,1.73933677518329
Euro area,,1999,1.76191289035834
Euro area,,2000,1.80276306623619
Euro area,,2001,1.79236832678962
Euro area,,2002,1.83349010469142
Euro area,,2003,1.80137528236487
Euro area,,2004,1.77982771532891
Euro area,,2005,1.77581209565124
Euro area,,2006,1.7985816611295
Euro area,,2007,1.80515750835349
Euro area,,2008,1.88830820534053
Euro area,,2009,1.98528219910358
Euro area,,2010,1.99313937524752
Euro area,,2011,2.04105812630991
Euro area,,2012,2.10047571382432
Euro area,,2013,2.1071435124266
Euro area,,2014,2.12131860250306
Europe & Central Asia,,1996,1.67124808889281
Europe & Central Asia,,1997,1.65356653900557
Europe & Central Asia,,1998,1.62365221043864
Europe & Central Asia,,1999,1.71613805616165
Europe & Central Asia,,2000,1.69359438040517
Europe & Central Asia,,2001,1.7375478431097
Europe & Central Asia,,2002,1.71014255884165
Europe & Central Asia,,2003,1.7331043282549
Europe & Central Asia,,2004,1.7094710377643
Europe & Central Asia,,2005,1.66303518579205
Europe & Central Asia,,2006,1.6696927962711
Europe & Central Asia,,2007,1.67020755995979
Europe & Central Asia,,2008,1.73445172839791
Europe & Central Asia,,2009,1.82442045065678
Europe & Central Asia,,2010,1.78785489446341
Europe & Central Asia,,2011,1.80260491973426
Europe & Central Asia,,2012,1.85753920370836
Europe & Central Asia,,2013,1.83157887457819
Europe & Central Asia,,2014,1.87964231532581
Europe & Central Asia (IDA & IBRD),,1996,0.763744305555584
Europe & Central Asia (IDA & IBRD),,1997,0.804311189973141
Europe & Central Asia (IDA & IBRD),,1998,0.657212096072175
Europe & Central Asia (IDA & IBRD),,1999,0.685392719524369
Europe & Central Asia (IDA & IBRD),,2000,0.70777391764874
Europe & Central Asia (IDA & IBRD),,2001,0.787578197828673
Europe & Central Asia (IDA & IBRD),,2002,0.799351374778246
Europe & Central Asia (IDA & IBRD),,2003,0.796701890478661
Europe & Central Asia (IDA & IBRD),,2004,0.77061556764434
Europe & Central Asia (IDA & IBRD),,2005,0.770689434730085
Europe & Central Asia (IDA & IBRD),,2006,0.768993617978133
Europe & Central Asia (IDA & IBRD),,2007,0.821708080612232
Europe & Central Asia (IDA & IBRD),,2008,0.80251843445898
Europe & Central Asia (IDA & IBRD),,2009,0.910136115119898
Europe & Central Asia (IDA & IBRD),,2010,0.878062391547906
Europe & Central Asia (IDA & IBRD),,2011,0.87778846476546
Europe & Central Asia (IDA & IBRD),,2012,0.929682545780762
Europe & Central Asia (IDA & IBRD),,2013,0.923786884967468
Europe & Central Asia (IDA & IBRD),,2014,0.995616593202181
Europe & Central Asia (excluding high income),,1996,0.7914806969119
Europe & Central Asia (excluding high income),,1997,0.836117006554524
Europe & Central Asia (excluding high income),,1998,0.655355608505305
Europe & Central Asia (excluding high income),,1999,0.678593384804874
Europe & Central Asia (excluding high income),,2000,0.713824305600203
Europe & Central Asia (excluding high income),,2001,0.8303559352373
Europe & Central Asia (excluding high income),,2002,0.856927320028896
Europe & Central Asia (excluding high income),,2003,0.848588499006566
Europe & Central Asia (excluding high income),,2004,0.804396386740626
Europe & Central Asia (excluding high income),,2005,0.806432299561727
Europe & Central Asia (excluding high income),,2006,0.806522005471276
Europe & Central Asia (excluding high income),,2007,0.864724568823886
Europe & Central Asia (excluding high income),,2008,0.833509448278204
Europe & Central Asia (excluding high income),,2009,0.954346751600622
Europe & Central Asia (excluding high income),,2010,0.905964422403037
Europe & Central Asia (excluding high income),,2011,0.898698905424943
Europe & Central Asia (excluding high income),,2012,0.938402740161114
Europe & Central Asia (excluding high income),,2013,0.93185300388986
Europe & Central Asia (excluding high income),,2014,1.00703370291707
European Union,,1996,1.69577049317512
European Union,,1997,1.72897319702102
European Union,,1998,1.69819769343048
European Union,,1999,1.78097908462413
European Union,,2000,1.7464320889993
European Union,,2001,1.81803536597653
European Union,,2002,1.78406548409525
European Union,,2003,1.82218086087649
European Union,,2004,1.79108627061973
European Union,,2005,1.77827311792953
European Union,,2006,1.79976408888096
European Union,,2007,1.79476024365989
European Union,,2008,1.87188732717372
European Union,,2009,1.96759297609429
European Union,,2010,1.96898812166216
European Union,,2011,2.01861499552443
European Union,,2012,2.08289608830961
European Union,,2013,2.09224585178077
European Union,,2014,2.10041487693786
Faeroe Islands,FRO,2003,0.861169993877411
Finland,FIN,1996,2.45310997962952
Finland,FIN,1997,2.62320995330811
Finland,FIN,1998,2.78655004501343
Finland,FIN,1999,3.05603003501892
Finland,FIN,2000,3.24569010734558
Finland,FIN,2001,3.19794988632202
Finland,FIN,2002,3.25740003585815
Finland,FIN,2003,3.3021399974823
Finland,FIN,2004,3.31493997573853
Finland,FIN,2005,3.32976007461548
Finland,FIN,2006,3.33762001991272
Finland,FIN,2007,3.34576988220215
Finland,FIN,2008,3.54708003997803
Finland,FIN,2009,3.74883008003235
Finland,FIN,2010,3.72598004341125
Finland,FIN,2011,3.6388099193573
