Entity,Code,Year,"School life expectancy, primary, gender parity index (GPI)"
Algeria,DZA,1996,0.8907399773597721
Algeria,DZA,1997,0.898029983043671
Algeria,DZA,1998,0.906690001487732
Algeria,DZA,1999,0.91254997253418
Algeria,DZA,2000,0.9172099828720089
Algeria,DZA,2001,0.9194099903106691
Algeria,DZA,2002,0.926509976387024
Algeria,DZA,2003,0.926620006561279
Algeria,DZA,2004,0.929759979248047
Algeria,DZA,2005,0.9301699995994571
Algeria,DZA,2006,0.9322299957275391
Algeria,DZA,2007,0.939140021800995
Algeria,DZA,2008,0.9408199787139889
Algeria,DZA,2009,0.936559975147247
Algeria,DZA,2010,0.9356200098991391
Algeria,DZA,2011,0.9337700009346009
Algeria,DZA,2012,0.936919987201691
Algeria,DZA,2013,0.9381300210952759
Algeria,DZA,2014,0.937430024147034
Andorra,AND,1975,1.07737994194031
Andorra,AND,1983,0.96095997095108
Angola,AGO,1971,0.5467600226402279
Angola,AGO,1972,0.565429985523224
Angola,AGO,1982,0.863439977169037
Angola,AGO,1983,0.820270001888275
Angola,AGO,1986,0.8198599815368649
Angola,AGO,1987,0.81700998544693
Angola,AGO,1988,0.79773998260498
Angola,AGO,1989,0.834919989109039
Angola,AGO,1990,0.9153900146484379
Angola,AGO,1991,0.9148399829864499
Angola,AGO,1992,0.858919978141785
Angola,AGO,1998,0.8206499814987179
Angola,AGO,2008,0.850170016288757
Angola,AGO,2009,0.84197998046875
Angola,AGO,2010,0.806450009346008
Angola,AGO,2011,0.6358699798583979
Antigua and Barbuda,ATG,1971,0.921540021896362
Antigua and Barbuda,ATG,1974,1.22847998142242
Antigua and Barbuda,ATG,1975,0.9481800198554989
Antigua and Barbuda,ATG,1976,0.9331600069999691
Antigua and Barbuda,ATG,1977,1.0238000154495202
Antigua and Barbuda,ATG,1978,0.914269983768463
Antigua and Barbuda,ATG,1979,0.9777899980545041
Antigua and Barbuda,ATG,1984,0.863569974899292
Antigua and Barbuda,ATG,1992,0.9192600250244141
Antigua and Barbuda,ATG,2007,0.9653499722480771
Antigua and Barbuda,ATG,2008,0.9516199827194209
Antigua and Barbuda,ATG,2009,0.9565100073814391
Antigua and Barbuda,ATG,2010,0.914900004863739
Antigua and Barbuda,ATG,2011,0.92273998260498
Antigua and Barbuda,ATG,2012,0.938149988651276
Antigua and Barbuda,ATG,2014,0.928550004959106
Argentina,ARG,1970,1.0052700042724598
Argentina,ARG,1971,1.00436997413635
Argentina,ARG,1972,0.999700009822845
Argentina,ARG,1973,1.00360000133514
Argentina,ARG,1974,0.9976599812507629
Argentina,ARG,1975,0.9972000122070309
Argentina,ARG,1976,0.9936000108718871
Argentina,ARG,1977,0.9935700297355649
Argentina,ARG,1978,1.00473999977112
Argentina,ARG,1979,0.990270018577576
Argentina,ARG,1980,0.99031001329422
Argentina,ARG,1981,0.986819982528687
Argentina,ARG,1982,0.982819974422455
Argentina,ARG,1984,0.989730000495911
Argentina,ARG,1985,0.9962199926376339
Argentina,ARG,1986,0.9844200015068051
Argentina,ARG,1987,0.9941700100898739
Argentina,ARG,1988,1.04751002788544
Argentina,ARG,1990,0.9880399703979491
Argentina,ARG,1991,0.990700006484985
Argentina,ARG,1996,0.9883999824523929
Argentina,ARG,1997,0.99889999628067
Argentina,ARG,1998,0.988929986953735
Argentina,ARG,1999,0.999620020389557
Argentina,ARG,2000,0.9938899874687191
Argentina,ARG,2001,0.995039999485016
Argentina,ARG,2002,0.9951900243759159
Argentina,ARG,2003,0.9940699934959408
Argentina,ARG,2004,0.9917299747467041
Argentina,ARG,2005,0.9896000027656559
Argentina,ARG,2006,0.9920499920845028
Argentina,ARG,2007,0.994490027427673
Argentina,ARG,2008,0.993330001831055
Argentina,ARG,2009,0.9930599927902221
Argentina,ARG,2010,0.98540997505188
Argentina,ARG,2011,0.986129999160767
Argentina,ARG,2012,0.986000001430511
Argentina,ARG,2013,0.98921000957489
Armenia,ARM,1991,1.0513499975204499
Armenia,ARM,1992,1.03368997573853
Armenia,ARM,1993,1.03047001361847
Armenia,ARM,1994,1.03680002689362
Armenia,ARM,1995,1.02295994758606
Armenia,ARM,1996,1.02366995811462
Armenia,ARM,1997,1.0469499826431299
Armenia,ARM,1999,1.0842599868774399
Armenia,ARM,2000,0.996110022068024
Armenia,ARM,2001,1.01704001426697
Armenia,ARM,2002,1.01881003379822
Armenia,ARM,2003,1.03391003608704
Armenia,ARM,2004,1.05680000782013
Armenia,ARM,2005,1.0804500579834
Armenia,ARM,2006,1.09791994094849
Armenia,ARM,2007,1.1065499782562298
Armenia,ARM,2008,1.12109994888306
Armenia,ARM,2009,1.1722600460052501
Aruba,ABW,1999,0.980040013790131
Aruba,ABW,2000,0.963779985904694
Aruba,ABW,2001,0.965009987354279
Aruba,ABW,2002,0.9416300058364871
Aruba,ABW,2003,0.926339983940125
Aruba,ABW,2004,0.91881000995636
Aruba,ABW,2005,0.9357399940490719
Aruba,ABW,2006,0.954729974269867
Aruba,ABW,2007,0.956749975681305
Aruba,ABW,2008,0.9624900221824649
Aruba,ABW,2009,0.97272002696991
Aruba,ABW,2010,0.987770020961761
Aruba,ABW,2011,0.9714800119400021
Aruba,ABW,2012,1.02555000782013
Aruba,ABW,2013,0.9778800010681149
Aruba,ABW,2014,0.969210028648376
Australia,AUS,1971,0.996159970760345
Australia,AUS,1972,0.998009979724884
Australia,AUS,1973,0.9992200136184691
Australia,AUS,1974,1.00088000297546
Australia,AUS,1975,0.995130002498627
Australia,AUS,1976,0.9922199845314029
Australia,AUS,1977,0.9920499920845028
Australia,AUS,1978,0.991129994392395
Australia,AUS,1979,0.9903200268745419
Australia,AUS,1980,0.988900005817413
Australia,AUS,1981,0.986670017242432
Australia,AUS,1982,0.9876300096511841
Australia,AUS,1983,0.9864299893379208
Australia,AUS,1984,0.9857400059700009
Australia,AUS,1985,0.9938700199127201
Australia,AUS,1986,0.995819985866547
Australia,AUS,1987,0.997340023517609
Australia,AUS,1988,0.9994400143623349
Australia,AUS,1989,0.9989399909973141
Australia,AUS,1990,0.9969099760055541
Australia,AUS,1991,0.995720028877258
Australia,AUS,1992,0.9960399866104129
Australia,AUS,1993,0.9955599904060359
Australia,AUS,1994,0.9961199760437008
Australia,AUS,1995,0.995720028877258
Australia,AUS,1996,0.9984700083732609
Australia,AUS,1997,1.00223994255066
Australia,AUS,1998,1.0084300041198702
Australia,AUS,1999,1.0154999494552601
Australia,AUS,2000,1.02031004428864
Australia,AUS,2001,1.0227299928665199
Australia,AUS,2002,1.02219998836517
Australia,AUS,2003,1.02219998836517
Australia,AUS,2004,1.02034997940063
Australia,AUS,2005,1.01687002182007
Australia,AUS,2006,1.0137799978256201
Australia,AUS,2007,1.00962996482849
Australia,AUS,2008,1.00707995891571
Australia,AUS,2009,1.00315999984741
Australia,AUS,2010,0.9994999766349789
Australia,AUS,2011,0.9975299835205079
Australia,AUS,2012,0.994539976119995
Australia,AUS,2013,0.9939299821853641
Austria,AUT,1971,0.9881899952888492
Austria,AUT,1972,0.991280019283295
Austria,AUT,1973,0.994159996509552
Austria,AUT,1974,0.998049974441528
Austria,AUT,1975,0.9939399957656859
Austria,AUT,1976,0.9929199814796451
Austria,AUT,1977,0.9939399957656859
Austria,AUT,1978,0.992940008640289
Austria,AUT,1979,0.994189977645874
Austria,AUT,1980,0.9940999746322629
Austria,AUT,1981,0.993730008602142
Austria,AUT,1982,0.99193000793457
Austria,AUT,1983,0.9936400055885309
Austria,AUT,1984,0.993669986724854
Austria,AUT,1985,0.9941400289535519
Austria,AUT,1986,0.981469988822937
Austria,AUT,1987,0.985589981079102
Austria,AUT,1988,0.984820008277893
Austria,AUT,1989,0.989329993724823
Austria,AUT,1990,0.996200025081635
Austria,AUT,1991,0.997789978981018
Austria,AUT,1992,0.9944000244140629
Austria,AUT,1993,0.995000004768372
Austria,AUT,1994,0.994009971618652
Austria,AUT,1995,0.99098002910614
Austria,AUT,1996,0.99278998374939
Austria,AUT,1997,0.9912899732589721
Austria,AUT,1998,0.991169989109039
Austria,AUT,1999,0.9903500080108639
Austria,AUT,2000,0.989080011844635
Austria,AUT,2001,0.9893900156021121
Austria,AUT,2002,0.990299999713898
Austria,AUT,2003,0.994849979877472
Austria,AUT,2004,1.00312995910645
Austria,AUT,2005,1.00066995620728
Austria,AUT,2006,0.9938799738883969
Austria,AUT,2007,0.989350020885468
Austria,AUT,2008,0.9846299886703491
Austria,AUT,2009,0.989579975605011
Austria,AUT,2010,0.987489998340607
Austria,AUT,2011,0.9914699792861942
Austria,AUT,2012,0.9901000261306759
Austria,AUT,2013,0.9859700202941891
Austria,AUT,2014,0.989350020885468
Azerbaijan,AZE,1991,0.992929995059967
Azerbaijan,AZE,1992,1.0022599697113
Azerbaijan,AZE,1993,0.98938000202179
Azerbaijan,AZE,1994,0.9653400182724
Azerbaijan,AZE,1995,1.13853001594543
Azerbaijan,AZE,1996,1.09519994258881
Azerbaijan,AZE,1997,0.987230002880096
Azerbaijan,AZE,1998,0.987770020961761
Azerbaijan,AZE,1999,1.00002002716064
Azerbaijan,AZE,2000,0.9862200021743771
Azerbaijan,AZE,2001,0.972859978675842
Azerbaijan,AZE,2002,0.9760800004005429
Azerbaijan,AZE,2003,0.9514600038528441
Azerbaijan,AZE,2004,0.9614800214767459
Azerbaijan,AZE,2005,0.9484300017356869
Azerbaijan,AZE,2006,0.936559975147247
Azerbaijan,AZE,2007,0.994459986686707
Azerbaijan,AZE,2008,0.992780029773712
Azerbaijan,AZE,2009,0.9868299961090091
Azerbaijan,AZE,2010,0.988889992237091
Azerbaijan,AZE,2011,0.9793300032615658
Azerbaijan,AZE,2012,0.979740023612976
Azerbaijan,AZE,2013,0.968699991703033
Azerbaijan,AZE,2014,0.989279985427856
Bahamas,BHS,1976,1.02377998828888
Bahamas,BHS,1977,1.0374000072479201
Bahamas,BHS,1978,1.05441999435425
Bahamas,BHS,1979,1.05899000167847
Bahamas,BHS,1980,1.058109998703
Bahamas,BHS,1982,1.04681003093719
Bahamas,BHS,1983,1.0190099477767902
Bahamas,BHS,1985,1.00899994373322
Bahamas,BHS,1986,1.0140700340270998
Bahamas,BHS,1992,1.00639998912811
Bahamas,BHS,1993,1.01946997642517
Bahamas,BHS,1995,1.00381994247437
Bahamas,BHS,1996,1.03931999206543
Bahamas,BHS,1997,1.00487005710602
Bahamas,BHS,1998,0.997009992599487
Bahamas,BHS,1999,0.965929985046387
Bahamas,BHS,2002,0.995999991893768
Bahamas,BHS,2004,0.9867100119590759
Bahamas,BHS,2005,0.9863200187683109
Bahamas,BHS,2006,0.9917500019073491
Bahamas,BHS,2007,0.9919700026512149
Bahamas,BHS,2008,0.996100008487701
Bahamas,BHS,2009,1.02871000766754
Bahamas,BHS,2010,1.02096998691559
Bahrain,BHR,1971,0.7253000140190121
Bahrain,BHR,1972,0.737919986248016
Bahrain,BHR,1973,0.7502599954605099
Bahrain,BHR,1974,0.7543500065803531
Bahrain,BHR,1975,0.7612599730491642
Bahrain,BHR,1976,0.769869983196259
Bahrain,BHR,1977,0.78627997636795
Bahrain,BHR,1978,0.801630020141602
Bahrain,BHR,1979,0.8248000144958499
Bahrain,BHR,1980,0.8449000120162959
Bahrain,BHR,1981,0.878849983215332
Bahrain,BHR,1982,0.865450024604797
Bahrain,BHR,1983,0.939949989318848
Bahrain,BHR,1984,0.950950026512146
Bahrain,BHR,1985,0.9935399889945981
Bahrain,BHR,1986,1.01822996139526
Bahrain,BHR,1987,1.02604997158051
Bahrain,BHR,1988,1.0244300365448
Bahrain,BHR,1989,1.01349997520447
Bahrain,BHR,1990,1.0324399471283001
Bahrain,BHR,1991,1.01166999340057
Bahrain,BHR,1992,1.01060998439789
Bahrain,BHR,1993,1.02032005786896
Bahrain,BHR,1994,1.02230000495911
Bahrain,BHR,1995,1.0113099813461301
Bahrain,BHR,1996,0.996339976787567
Bahrain,BHR,1997,0.9901199936866759
Bahrain,BHR,1998,0.9931300282478329
Bahrain,BHR,1999,0.988569974899292
Bangladesh,BGD,1970,0.48223999142646795
Bangladesh,BGD,1971,0.482560008764267
Bangladesh,BGD,1972,0.54611998796463
Bangladesh,BGD,1973,0.5426999926567079
Bangladesh,BGD,1974,0.5069900155067439
Bangladesh,BGD,1975,0.5284799933433529
Bangladesh,BGD,1976,0.5373299717903139
Bangladesh,BGD,1977,0.603890001773834
Bangladesh,BGD,1978,0.608850002288818
Bangladesh,BGD,1979,0.6113799810409549
Bangladesh,BGD,1980,0.6146299839019781
Bangladesh,BGD,1981,0.7086499929428101
Bangladesh,BGD,1982,0.7200700044631959
Bangladesh,BGD,1983,0.612030029296875
Bangladesh,BGD,1984,0.699970006942749
Bangladesh,BGD,1985,0.691449999809265
Bangladesh,BGD,1986,0.686349987983704
Bangladesh,BGD,1987,0.68614000082016
Bangladesh,BGD,1988,0.799290001392365
Bangladesh,BGD,1989,0.80690997838974
Bangladesh,BGD,1990,0.840960025787354
Bangladesh,BGD,2005,1.0466599464416502
Bangladesh,BGD,2006,1.0569599866867099
Bangladesh,BGD,2007,1.07313001155853
Bangladesh,BGD,2008,1.06313002109528
Bangladesh,BGD,2009,1.0477499961853
Bangladesh,BGD,2010,1.06308996677399
Bangladesh,BGD,2011,1.0586199760437
Barbados,BRB,1971,0.96806001663208
Barbados,BRB,1972,0.9907600283622741
Barbados,BRB,1973,1.00620996952057
Barbados,BRB,1974,0.842779994010925
Barbados,BRB,1975,0.9217399954795841
Barbados,BRB,1976,0.9901199936866759
Barbados,BRB,1977,0.974269986152649
Barbados,BRB,1978,0.9731400012969971
Barbados,BRB,1979,0.975730001926422
Barbados,BRB,1980,0.987119972705841
Barbados,BRB,1981,0.9977599978446959
Barbados,BRB,1982,0.969299972057343
Barbados,BRB,1983,0.9435099959373471
Barbados,BRB,1984,0.997959971427917
Barbados,BRB,1985,0.959529995918274
Barbados,BRB,1989,1.0078699588775601
Barbados,BRB,1990,0.9926199913024899
Barbados,BRB,1992,1.00179004669189
Barbados,BRB,1999,0.983590006828308
Barbados,BRB,2000,0.9811800122261051
Barbados,BRB,2001,0.988390028476715
Barbados,BRB,2002,0.9908999800682071
Barbados,BRB,2003,0.979939997196198
Barbados,BRB,2004,0.980509996414185
Barbados,BRB,2005,0.995589971542358
Barbados,BRB,2006,0.9799900054931641
Barbados,BRB,2007,1.00653994083405
Barbados,BRB,2008,1.00150001049042
Barbados,BRB,2009,1.00688004493713
Barbados,BRB,2010,1.01593005657196
Barbados,BRB,2011,1.00009000301361
Barbados,BRB,2014,1.01067996025085
Belarus,BLR,1993,0.9914699792861942
Belarus,BLR,1994,0.9855999946594242
Belarus,BLR,1995,0.960529983043671
Belarus,BLR,1996,0.960739970207214
Belarus,BLR,1997,0.957040011882782
Belarus,BLR,1998,0.960259974002838
Belarus,BLR,1999,0.9866099953651429
Belarus,BLR,2000,0.988699972629547
Belarus,BLR,2001,0.9881899952888492
Belarus,BLR,2002,0.98565000295639
Belarus,BLR,2003,0.98743999004364
Belarus,BLR,2004,0.967890024185181
Belarus,BLR,2005,0.96697998046875
Belarus,BLR,2006,0.979120016098022
Belarus,BLR,2007,0.984929978847504
Belarus,BLR,2008,0.995209991931915
Belarus,BLR,2009,0.9935600161552429
Belarus,BLR,2010,0.998170018196106
Belarus,BLR,2011,0.998870015144348
Belarus,BLR,2012,1.0005300045013399
Belarus,BLR,2013,0.99975997209549
Belarus,BLR,2014,1.00165998935699
Belgium,BEL,1971,0.98471999168396
Belgium,BEL,1972,0.984430015087128
Belgium,BEL,1973,1.00616002082825
Belgium,BEL,1974,0.9943600296974179
Belgium,BEL,1975,0.9916300177574159
Belgium,BEL,1976,0.9916300177574159
Belgium,BEL,1977,0.990509986877441
Belgium,BEL,1978,0.9911100268363949
Belgium,BEL,1979,0.998359978199005
Belgium,BEL,1980,0.9954000115394591
Belgium,BEL,1981,0.996230006217957
Belgium,BEL,1982,0.9963499903678891
Belgium,BEL,1983,1.0035799741745
Belgium,BEL,1984,1.0064799785614
Belgium,BEL,1985,1.00697004795074
Belgium,BEL,1986,1.0052700042724598
Belgium,BEL,1987,1.0088800191879301
Belgium,BEL,1988,1.00950002670288
Belgium,BEL,1989,1.00906002521515
Belgium,BEL,1990,1.00907003879547
Belgium,BEL,1991,1.01443994045258
Belgium,BEL,1992,1.0120099782943701
Belgium,BEL,1993,0.9901000261306759
Belgium,BEL,1994,0.98896998167038
Belgium,BEL,1995,0.9892699718475341
Belgium,BEL,1996,0.9908400177955631
Belgium,BEL,1999,0.9910200238227841
Belgium,BEL,2000,0.99371999502182
Belgium,BEL,2001,0.993260025978088
Belgium,BEL,2002,0.9928399920463559
Belgium,BEL,2003,0.991339981555939
Belgium,BEL,2004,0.9967799782752991
Belgium,BEL,2005,0.996479988098145
Belgium,BEL,2006,0.995800018310547
Belgium,BEL,2007,0.998310029506683
Belgium,BEL,2008,0.9988499879837041
Belgium,BEL,2009,0.997680008411407
Belgium,BEL,2010,0.998499989509583
Belgium,BEL,2011,0.999029994010925
Belgium,BEL,2012,0.9964100122451779
Belgium,BEL,2013,1.0004700422286998
Belgium,BEL,2014,0.99957001209259
Belize,BLZ,1971,0.9663800001144409
Belize,BLZ,1974,0.963989973068237
Belize,BLZ,1976,1.02163994312286
Belize,BLZ,1977,0.9996799826622009
Belize,BLZ,1986,0.9419199824333191
Belize,BLZ,1987,0.949580013751984
Belize,BLZ,1991,0.9552099704742428
Belize,BLZ,1992,0.9540299773216251
Belize,BLZ,1993,0.9510999917984009
Belize,BLZ,1994,0.9516199827194209
Belize,BLZ,1995,0.9569000005722049
Belize,BLZ,1996,0.954219996929169
Belize,BLZ,1997,0.956489980220795
Belize,BLZ,1999,0.9570500254631039
Belize,BLZ,2000,0.947130024433136
Belize,BLZ,2001,0.954100012779236
Belize,BLZ,2002,0.9629899859428409
Belize,BLZ,2003,0.9678300023078922
Belize,BLZ,2004,0.9636800289154049
Belize,BLZ,2005,0.9517599940299991
Belize,BLZ,2006,0.960900008678436
Belize,BLZ,2007,0.975920021533966
Belize,BLZ,2008,0.9587399959564209
Belize,BLZ,2009,0.9605500102043149
Belize,BLZ,2010,0.9589999914169308
Belize,BLZ,2011,0.9554600119590759
Belize,BLZ,2012,0.9649900197982791
Belize,BLZ,2013,0.9548100233078
Belize,BLZ,2014,0.9522500038146969
Benin,BEN,1971,0.44464001059532204
Benin,BEN,1972,0.452470004558563
Benin,BEN,1973,0.45440000295639
Benin,BEN,1974,0.442829996347427
Benin,BEN,1975,0.433539986610413
Benin,BEN,1976,0.449519991874695
Benin,BEN,1977,0.44148001074791
Benin,BEN,1978,0.45576998591422996
Benin,BEN,1979,0.45679000020027205
Benin,BEN,1980,0.49184998869895896
Benin,BEN,1981,0.45603999495506303
Benin,BEN,1982,0.460519999265671
Benin,BEN,1983,0.46582001447677596
Benin,BEN,1984,0.47903001308441207
Benin,BEN,1985,0.480789989233017
Benin,BEN,1986,0.48673999309539795
Benin,BEN,1987,0.491030007600784
Benin,BEN,1988,0.491769999265671
Benin,BEN,1989,0.494830012321472
Benin,BEN,1990,0.49766001105308505
Benin,BEN,1991,0.487910002470016
Benin,BEN,1992,0.49465999007225
Benin,BEN,1993,0.5053499937057501
Benin,BEN,1994,0.530799984931946
Benin,BEN,1995,0.545069992542267
Benin,BEN,1996,0.56098997592926
Benin,BEN,1997,0.579029977321625
Benin,BEN,1998,0.6176000237464899
Benin,BEN,1999,0.641740024089813
Benin,BEN,2000,0.6664000153541559
Benin,BEN,2001,0.6773899793624879
Benin,BEN,2002,0.6973999738693241
Benin,BEN,2003,0.7108799815177921
Benin,BEN,2004,0.740230023860931
Benin,BEN,2005,0.764530003070831
Benin,BEN,2006,0.7939800024032589
Benin,BEN,2008,0.835709989070892
Benin,BEN,2009,0.8548700213432309
Benin,BEN,2010,0.8721600174903871
Benin,BEN,2011,0.877170026302338
Benin,BEN,2012,0.891669988632202
Benin,BEN,2013,0.9013599753379821
Benin,BEN,2014,0.912329971790314
Bermuda,BMU,1971,1.0174700021743799
Bermuda,BMU,1972,1.08450996875763
Bermuda,BMU,1973,0.952269971370697
Bermuda,BMU,1974,0.958959996700287
Bermuda,BMU,1975,0.9334400296211239
Bermuda,BMU,1976,0.945179998874664
Bermuda,BMU,1977,0.947239995002747
Bermuda,BMU,1978,0.965300023555756
Bermuda,BMU,1979,0.9585300087928771
Bermuda,BMU,1980,0.954649984836578
Bermuda,BMU,1981,0.960340023040771
Bermuda,BMU,1982,0.96916002035141
Bermuda,BMU,1983,0.9819700121879581
Bermuda,BMU,1984,1.0226299762725801
Bermuda,BMU,1985,1.0142400264740001
Bermuda,BMU,1995,0.996810019016266
Bermuda,BMU,1997,0.998390018939972
Bermuda,BMU,2001,1.01459002494812
Bermuda,BMU,2002,1.0407600402832
Bermuda,BMU,2003,1.0355399847030602
Bermuda,BMU,2004,1.06228005886078
Bermuda,BMU,2005,1.04922997951508
Bermuda,BMU,2006,1.0748599767684899
Bermuda,BMU,2011,0.979939997196198
Bermuda,BMU,2012,0.966660022735596
Bermuda,BMU,2013,0.971710026264191
Bermuda,BMU,2014,0.968699991703033
Bhutan,BTN,1970,0.0536400005221367
Bhutan,BTN,1971,0.242239996790886
Bhutan,BTN,1972,0.218730002641678
Bhutan,BTN,1974,0.31387001276016196
Bhutan,BTN,1976,0.37220999598503096
Bhutan,BTN,1977,0.388110011816025
Bhutan,BTN,1978,0.379099994897842
Bhutan,BTN,1979,0.405299991369247
Bhutan,BTN,1982,0.46909001469612105
Bhutan,BTN,1983,0.48695999383926397
Bhutan,BTN,1984,0.502950012683868
Bhutan,BTN,1985,0.530979990959167
Bhutan,BTN,1986,0.547039985656738
Bhutan,BTN,1988,0.603479981422424
Bhutan,BTN,1991,0.597599983215332
Bhutan,BTN,1992,0.7461699843406681
Bhutan,BTN,1993,0.7581300139427191
Bhutan,BTN,1994,0.7736499905586239
Bhutan,BTN,1995,0.781970024108887
Bhutan,BTN,1996,0.7975000143051151
Bhutan,BTN,1997,0.816190004348755
Bhutan,BTN,1998,0.8259400129318241
Bhutan,BTN,1999,0.8463699817657471
Bhutan,BTN,2000,0.8709200024604801
Bhutan,BTN,2001,0.8908900022506709
Bhutan,BTN,2002,0.90871000289917
Bhutan,BTN,2003,0.940519988536835
Bhutan,BTN,2004,0.970770001411438
Bhutan,BTN,2005,0.9698399901390079
Bhutan,BTN,2006,0.9857299923896791
Bhutan,BTN,2007,0.9925299882888791
Bhutan,BTN,2008,1.0108300447464
Bhutan,BTN,2009,1.0184600353241
Bhutan,BTN,2010,1.02259004116058
Bhutan,BTN,2011,1.01561999320984
Bhutan,BTN,2012,1.01669001579285
Bhutan,BTN,2013,1.0113699436187702
Bhutan,BTN,2014,1.01459002494812
Bolivia,BOL,1970,0.6978800296783451
Bolivia,BOL,1971,0.767139971256256
Bolivia,BOL,1973,0.799669981002808
Bolivia,BOL,1974,0.815500020980835
Bolivia,BOL,1975,0.829110026359558
Bolivia,BOL,1976,0.839380025863647
Bolivia,BOL,1977,0.853659987449646
Bolivia,BOL,1978,0.8683699965476991
Bolivia,BOL,1979,0.8703399896621701
Bolivia,BOL,1980,0.9013400077819821
Bolivia,BOL,1981,0.8731200098991391
Bolivia,BOL,1983,0.8976399898529049
Bolivia,BOL,1984,0.921890020370483
Bolivia,BOL,1986,0.9174900054931641
Bolivia,BOL,1987,0.914020001888275
Bolivia,BOL,1989,0.9226999878883358
Bolivia,BOL,1990,0.927590012550354
Bolivia,BOL,1991,0.9312099814414979
Bolivia,BOL,1992,0.9351900219917301
Bolivia,BOL,1993,0.9499099850654599
Bolivia,BOL,1994,0.9540200233459469
